rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,joint_sensor,servo1_sensor,servo2_sensor,motor_current,charge_current,servo1_current,servo2_current,u1,u2,D1,D2
1504022574601779820,,84439,,1504022574,585933071,'',3.39352869987,0.0,0.0,0.0401690192521,0.227618858218,-5.96963882446,-6.26688098907,1500,1400,0,0
1504022574614076310,,84440,,1504022574,600933071,'',3.39352869987,0.0,0.0,0.147283390164,0.227618858218,-6.0191783905,-6.31642198563,1500,1400,0,0
1504022574630263317,,84441,,1504022574,615933071,'',3.39848279953,0.0,0.0,0.0133888144046,0.254397779703,-6.21734142303,-6.3659620285,1500,1400,0,0
1504022574646834921,,84442,,1504022574,630933071,'',3.39848279953,0.0,0.0,0.120504483581,0.200839936733,-6.26688098907,-6.51458358765,1500,1400,0,0
1504022574659180391,,84443,,1504022574,644933071,'',3.39848279953,0.0,0.0,0.0133888144046,0.200839936733,-6.26688098907,-6.51458358765,1500,1400,0,0
1504022574675498377,,84444,,1504022574,660933071,'',3.40343666077,0.0,0.0,0.0133888144046,0.388289779425,-6.06871938705,-6.3659620285,1500,1400,0,0
1504022574691750034,,84445,,1504022574,675933071,'',3.39848279953,0.0,0.0,-0.0133901024237,0.254397779703,-6.06871938705,-6.3659620285,1500,1400,0,0
1504022574704428222,,84446,,1504022574,689933071,'',3.40343666077,0.0,0.0,0.0133888144046,0.227618858218,-5.92009782791,-6.26688098907,1500,1400,0,0
1504022574720602619,,84447,,1504022574,705933071,'',3.39352869987,0.0,0.0,0.334733247757,0.388289779425,-6.06871938705,-6.31642198563,1500,1400,0,0
1504022574736999245,,84448,,1504022574,719933071,'',3.39352869987,0.0,0.0,-0.0937255620956,0.415069997311,-5.92009782791,-6.21734142303,1500,1400,0,0
1504022574749356466,,84449,,1504022574,734933071,'',3.39352869987,0.0,0.0,-0.0401677303016,0.307955622673,-6.06871938705,-6.31642198563,1500,1400,0,0
1504022574765860523,,84450,,1504022574,750933071,'',3.39848279953,0.0,0.0,0.120504483581,0.0937255620956,-6.16780042648,-6.41550302505,1500,1400,0,0
1504022574777945709,,84451,,1504022574,764933071,'',3.40839099884,0.0,0.0,0.200839936733,0.361512154341,-3.69077205658,-4.83020544052,1500,1400,0,0
1504022574794232910,,84452,,1504022574,780933071,'',3.39848279953,0.0,0.0,-0.0937255620956,0.200839936733,-4.92928743362,-5.17698764801,1500,1400,0,0
1504022574810686604,,84453,,1504022574,794933071,'',3.40343666077,0.0,0.0,-0.0133901024237,0.334733247757,-5.72193479538,-5.77147483826,1500,1400,0,0
1504022574822948806,,84454,,1504022574,809933071,'',3.39352869987,0.0,0.0,0.174061030149,0.0669466480613,-6.06871938705,-6.11826038361,1500,1400,0,0
1504022574839554024,,84455,,1504022574,825933071,'',3.39352869987,0.0,0.0,0.0401690192521,0.334733247757,-6.11826038361,-6.31642198563,1500,1400,0,0
1504022574855947614,,84456,,1504022574,839933071,'',3.40343666077,0.0,0.0,-0.0401677303016,0.227618858218,-5.92009782791,-6.21734142303,1500,1400,0,0
1504022574868223087,,84457,,1504022574,854933071,'',3.39352869987,0.0,0.0,0.174061030149,0.441847622395,-6.06871938705,-6.21734142303,1500,1400,0,0
1504022574884353049,,84458,,1504022574,870933071,'',3.39848279953,0.0,0.0,0.0669466480613,0.147283390164,-6.16780042648,-6.41550302505,1500,1400,0,0
1504022574901043562,,84459,,1504022574,884933071,'',3.39848279953,0.0,0.0,0.120504483581,0.174061030149,-6.0191783905,-6.31642198563,1500,1400,0,0
1504022574912971529,,84460,,1504022574,899933071,'',3.39848279953,0.0,0.0,0.0937255620956,0.0401690192521,-6.0191783905,-6.31642198563,1500,1400,0,0
1504022574929630956,,84461,,1504022574,914933071,'',3.39848279953,0.0,0.0,0.0401690192521,0.254397779703,-5.96963882446,-6.26688098907,1500,1400,0,0
1504022574945839175,,84462,,1504022574,929933071,'',3.39352869987,0.0,0.0,0.0401690192521,0.334733247757,-6.11826038361,-6.21734142303,1500,1400,0,0
1504022574958059433,,84463,,1504022574,944933071,'',3.39848279953,0.0,0.0,0.0937255620956,0.281175404787,-6.0191783905,-6.26688098907,1500,1400,0,0
1504022574974432127,,84464,,1504022574,959933071,'',3.39848279953,0.0,0.0,0.0937255620956,0.0937255620956,-6.11826038361,-6.3659620285,1500,1400,0,0
1504022574990796663,,84465,,1504022574,974933071,'',3.40343666077,0.0,0.0,0.0937255620956,0.307955622673,-6.11826038361,-6.3659620285,1500,1400,0,0
1504022575003456492,,84466,,1504022574,988933071,'',3.39848279953,0.0,0.0,0.120504483581,0.174061030149,-6.0191783905,-6.3659620285,1500,1400,0,0
1504022575019710835,,84467,,1504022575,4933071,'',3.39848279953,0.0,0.0,0.0133888144046,0.0133888144046,-3.69077205658,-4.87974405289,1500,1400,0,0
1504022575036057766,,84468,,1504022575,19933071,'',3.39848279953,0.0,0.0,0.0937255620956,0.307955622673,-5.07790803909,-5.27606964111,1500,1400,0,0
1504022575048400868,,84469,,1504022575,33933071,'',3.39352869987,0.0,0.0,0.227618858218,0.0937255620956,-5.62285423279,-5.72193479538,1500,1400,0,0
1504022575064613777,,84470,,1504022575,49933071,'',3.40343666077,0.0,0.0,0.147283390164,0.361512154341,-5.96963882446,-6.0191783905,1500,1400,0,0
1504022575081147218,,84471,,1504022575,63933071,'',3.40343666077,0.0,0.0,0.0669466480613,0.254397779703,-6.0191783905,-6.21734142303,1500,1400,0,0
1504022575093517247,,84472,,1504022575,79933071,'',3.38857483864,0.0,0.0,-0.0937255620956,0.0133888144046,-5.87055778503,-6.16780042648,1500,1400,0,0
1504022575109867048,,84473,,1504022575,94933071,'',3.40343666077,0.0,0.0,0.0937255620956,0.254397779703,-6.0191783905,-6.21734142303,1500,1400,0,0
1504022575122014550,,84474,,1504022575,108933071,'',3.39848279953,0.0,0.0,0.0937255620956,0.227618858218,-5.96963882446,-6.26688098907,1500,1400,0,0
1504022575138480068,,84475,,1504022575,124933071,'',3.39848279953,0.0,0.0,0.334733247757,0.174061030149,-6.06871938705,-6.31642198563,1500,1400,0,0
1504022575154868994,,84476,,1504022575,139933071,'',3.39848279953,0.0,0.0,0.227618858218,0.307955622673,-6.0191783905,-6.31642198563,1500,1400,0,0
1504022575167031892,,84477,,1504022575,153933071,'',3.39848279953,0.0,0.0,0.174061030149,0.0401690192521,-6.0191783905,-6.26688098907,1500,1400,0,0
1504022575183471800,,84478,,1504022575,169933071,'',3.39848279953,0.0,0.0,0.361512154341,0.227618858218,-6.06871938705,-6.31642198563,1500,1400,0,0
1504022575199952358,,84479,,1504022575,183933071,'',3.40343666077,0.0,0.0,0.0401690192521,0.147283390164,-6.06871938705,-6.3659620285,1500,1400,0,0
1504022575212138541,,84480,,1504022575,198933071,'',3.40343666077,0.0,0.0,0.200839936733,0.361512154341,-5.96963882446,-6.26688098907,1500,1400,0,0
1504022575228532089,,84481,,1504022575,214933071,'',3.39848279953,0.0,0.0,0.147283390164,0.361512154341,-6.11826038361,-6.3659620285,1500,1400,0,0
1504022575244937413,,84482,,1504022575,228933071,'',3.40343666077,0.0,0.0,0.147283390164,0.281175404787,-6.16780042648,-6.41550302505,1500,1400,0,0
1504022575257088111,,84483,,1504022575,243933071,'',3.38857483864,0.0,0.0,0.0133888144046,0.0669466480613,-6.11826038361,-6.26688098907,1500,1400,0,0
1504022575273479073,,84484,,1504022575,258933071,'',3.39352869987,0.0,0.0,-0.0669466480613,0.227618858218,-6.21734142303,-6.41550302505,1500,1400,0,0
1504022575289948989,,84485,,1504022575,273933071,'',3.40343666077,0.0,0.0,0.254397779703,0.441847622395,-6.0191783905,-6.31642198563,1500,1400,0,0
1504022575302239411,,84486,,1504022575,288933071,'',3.39848279953,0.0,0.0,0.0669466480613,0.361512154341,-6.06871938705,-6.3659620285,1500,1400,0,0
1504022575322775322,,84487,,1504022575,306933071,'',3.39848279953,0.0,0.0,-0.0401677303016,0.200839936733,-5.62285423279,-6.06871938705,1500,1400,0,0
1504022575334975972,,84488,,1504022575,321933071,'',3.40839099884,0.0,0.0,0.254397779703,0.281175404787,-5.87055778503,-6.11826038361,1500,1400,0,0
1504022575351414871,,84489,,1504022575,336040048,'',3.39352869987,0.0,0.0,0.147283390164,0.254397779703,-5.96963882446,-6.21734142303,1500,1400,0,0
1504022575367855041,,84490,,1504022575,351040048,'',3.34398818016,0.0,0.0,0.0937255620956,0.281175404787,-6.0191783905,-6.26688098907,1500,1400,0,0
1504022575380130026,,84491,,1504022575,365040048,'',3.28453946114,0.0,0.0,-0.0133901024237,0.147283390164,-6.06871938705,-6.31642198563,1500,1400,0,0
1504022575396554652,,84492,,1504022575,381040048,'',3.21022868156,0.0,0.0,0.0669466480613,0.120504483581,-6.0191783905,-6.26688098907,1500,1400,0,0
1504022575412876343,,84493,,1504022575,396040048,'',3.12600970268,0.0,0.0,-0.200839936733,0.227618858218,-6.0191783905,-6.16780042648,1500,1400,0,0
1504022575425143392,,84494,,1504022575,410040048,'',3.02692842484,0.0,0.0,0.174061030149,0.174061030149,-6.16780042648,-6.3659620285,1500,1400,0,0
1504022575441468489,,84495,,1504022575,426040048,'',2.93280148506,0.0,0.0,0.120504483581,0.0401690192521,-6.16780042648,-6.3659620285,1500,1400,0,0
1504022575453826635,,84496,,1504022575,440040048,'',2.83867430687,0.0,0.0,-0.147282108665,0.575742185116,-6.16780042648,-6.41550302505,1500,1400,0,0
1504022575470262869,,84497,,1504022575,455040048,'',2.72968530655,0.0,0.0,0.227618858218,0.334733247757,-6.06871938705,-6.3659620285,1500,1400,0,0
1504022575486605315,,84498,,1504022575,471040048,'',2.64051222801,0.0,0.0,0.200839936733,0.0669466480613,-6.11826038361,-6.3659620285,1500,1400,0,0
1504022575498903193,,84499,,1504022575,485040048,'',2.53647685051,0.0,0.0,0.227618858218,0.174061030149,-6.11826038361,-6.3659620285,1500,1400,0,0
1504022575515312160,,84500,,1504022575,500040048,'',2.43244171143,0.0,0.0,-0.0937255620956,0.227618858218,-6.06871938705,-6.3659620285,1500,1400,0,0
1504022575531580002,,84501,,1504022575,515040048,'',2.34822273254,0.0,0.0,0.0133888144046,0.307955622673,-6.11826038361,-6.3659620285,1500,1400,0,0
1504022575543818858,,84502,,1504022575,530040048,'',2.27391195297,0.0,0.0,0.200839936733,0.200839936733,-6.21734142303,-6.31642198563,1500,1400,0,0
1504022575560475598,,84503,,1504022575,545040048,'',2.21446323395,0.0,0.0,0.0937255620956,0.147283390164,-6.11826038361,-6.3659620285,1500,1400,0,0
1504022575576583666,,84504,,1504022575,560040048,'',2.16492271423,0.0,0.0,0.120504483581,0.307955622673,-6.11826038361,-6.3659620285,1500,1400,0,0
1504022575588874284,,84505,,1504022575,575040048,'',2.14015245438,0.0,0.0,0.0133888144046,0.227618858218,-6.11826038361,-6.41550302505,1500,1400,0,0
1504022575605370288,,84506,,1504022575,590040048,'',2.13024425507,0.0,0.0,-0.0937255620956,0.227618858218,-6.16780042648,-6.46504402161,1500,1400,0,0
1504022575621790533,,84507,,1504022575,605040048,'',2.12529015541,0.0,0.0,-0.0133901024237,0.307955622673,-6.11826038361,-6.46504402161,1500,1400,0,0
1504022575634073722,,84508,,1504022575,620040048,'',2.14510631561,0.0,0.0,0.0133888144046,0.334733247757,-6.0191783905,-6.3659620285,1500,1400,0,0
1504022575650477506,,84509,,1504022575,635040048,'',2.16492271423,0.0,0.0,0.174061030149,0.307955622673,-6.06871938705,-6.3659620285,1500,1400,0,0
1504022575666730396,,84510,,1504022575,650040048,'',2.16987681389,0.0,0.0,0.227618858218,0.441847622395,-6.11826038361,-6.3659620285,1500,1400,0,0
1504022575679060018,,84511,,1504022575,664040048,'',2.20455527306,0.0,0.0,0.0401690192521,0.200839936733,-6.21734142303,-6.41550302505,1500,1400,0,0
1504022575695591603,,84512,,1504022575,680040048,'',2.2491414547,0.0,0.0,0.147283390164,0.200839936733,-3.59169006348,-4.83020544052,1500,1400,0,0
1504022575711739429,,84513,,1504022575,695040048,'',2.29868221283,0.0,0.0,-0.0133901024237,0.254397779703,-5.17698764801,-5.32561063766,1500,1400,0,0
1504022575724192448,,84514,,1504022575,709040048,'',2.34326863289,0.0,0.0,-0.174062311649,0.254397779703,-5.77147483826,-5.82101583481,1500,1400,0,0
1504022575740537859,,84515,,1504022575,725040048,'',2.39776325226,0.0,0.0,0.0133888144046,0.254397779703,-5.87055778503,-6.0191783905,1500,1400,0,0
1504022575756885953,,84516,,1504022575,740040048,'',2.44234991074,0.0,0.0,0.0133888144046,0.200839936733,-6.0191783905,-6.21734142303,1500,1400,0,0
1504022575769282206,,84517,,1504022575,754040048,'',2.50179839134,0.0,0.0,0.0133888144046,0.307955622673,-6.16780042648,-6.31642198563,1500,1400,0,0
1504022575785640026,,84518,,1504022575,770040048,'',2.54638504982,0.0,0.0,-0.0133901024237,0.227618858218,-6.21734142303,-6.41550302505,1500,1400,0,0
1504022575797913601,,84519,,1504022575,784040048,'',2.59592556953,0.0,0.0,0.0401690192521,0.0401690192521,-6.11826038361,-6.41550302505,1500,1400,0,0
1504022575814291200,,84520,,1504022575,799040048,'',2.63555812836,0.0,0.0,0.0133888144046,0.334733247757,-6.11826038361,-6.3659620285,1500,1400,0,0
1504022575830436055,,84521,,1504022575,815040048,'',2.67519068718,0.0,0.0,0.0937255620956,0.281175404787,-6.06871938705,-6.3659620285,1500,1400,0,0
1504022575842820611,,84522,,1504022575,829040048,'',2.69500684738,0.0,0.0,-0.0401677303016,0.227618858218,-6.16780042648,-6.41550302505,1500,1400,0,0
1504022575859319489,,84523,,1504022575,844040048,'',2.72473096848,0.0,0.0,0.174061030149,0.147283390164,-6.16780042648,-6.46504402161,1500,1400,0,0
1504022575875726625,,84524,,1504022575,859040048,'',2.74950146675,0.0,0.0,0.0133888144046,0.174061030149,-6.11826038361,-6.41550302505,1500,1400,0,0
1504022575887893183,,84525,,1504022575,874040048,'',2.7643635273,0.0,0.0,-0.0401677303016,0.120504483581,-6.21734142303,-6.46504402161,1500,1400,0,0
1504022575904266391,,84526,,1504022575,890040048,'',2.76931762695,0.0,0.0,0.227618858218,0.0937255620956,-6.06871938705,-6.41550302505,1500,1400,0,0
1504022575920727830,,84527,,1504022575,904040048,'',2.76931762695,0.0,0.0,0.0669466480613,0.307955622673,-6.11826038361,-6.3659620285,1500,1400,0,0
1504022575932966887,,84528,,1504022575,919040048,'',2.76931762695,0.0,0.0,0.0133888144046,0.254397779703,-5.96963882446,-6.31642198563,1500,1400,0,0
1504022575949168375,,84529,,1504022575,934040048,'',2.78913378716,0.0,0.0,-0.0133901024237,0.0937255620956,-6.11826038361,-6.31642198563,1500,1400,0,0
1504022575965754966,,84530,,1504022575,949040048,'',2.7643635273,0.0,0.0,0.174061030149,0.120504483581,-6.21734142303,-6.41550302505,1500,1400,0,0
1504022575977886493,,84531,,1504022575,964040048,'',2.75445532799,0.0,0.0,-0.0401677303016,-0.0937255620956,-6.16780042648,-6.46504402161,1500,1400,0,0
1504022575994267300,,84532,,1504022575,979040048,'',2.7445473671,0.0,0.0,0.0401690192521,0.0669466480613,-6.16780042648,-6.46504402161,1500,1400,0,0
1504022576010741994,,84533,,1504022575,994040048,'',2.73463916779,0.0,0.0,-0.0133901024237,0.174061030149,-6.21734142303,-6.46504402161,1500,1400,0,0
1504022576023137212,,84534,,1504022576,9040048,'',2.72473096848,0.0,0.0,0.254397779703,0.254397779703,-6.21734142303,-6.46504402161,1500,1400,0,0
1504022576039305732,,84535,,1504022576,24040048,'',2.72473096848,0.0,0.0,0.0133888144046,0.388289779425,-6.06871938705,-6.3659620285,1500,1400,0,0
1504022576055895654,,84536,,1504022576,39040048,'',2.72473096848,0.0,0.0,0.0401690192521,0.415069997311,-6.11826038361,-6.3659620285,1500,1400,0,0
1504022576067959186,,84537,,1504022576,53040048,'',2.70986890793,0.0,0.0,-0.0133901024237,0.174061030149,-6.06871938705,-6.3659620285,1500,1400,0,0
1504022576084579073,,84538,,1504022576,69040048,'',2.70986890793,0.0,0.0,0.415069997311,0.334733247757,-6.0191783905,-6.31642198563,1500,1400,0,0
1504022576100816089,,84539,,1504022576,84040048,'',2.71482300758,0.0,0.0,-0.0133901024237,0.415069997311,-6.11826038361,-6.41550302505,1500,1400,0,0
1504022576113083625,,84540,,1504022576,98040048,'',2.70491480827,0.0,0.0,0.254397779703,0.0669466480613,-6.06871938705,-6.31642198563,1500,1400,0,0
1504022576129480725,,84541,,1504022576,114040048,'',2.70986890793,0.0,0.0,-0.0133901024237,0.200839936733,-6.11826038361,-6.3659620285,1500,1400,0,0
1504022576141603271,,84542,,1504022576,128040048,'',2.70986890793,0.0,0.0,0.0669466480613,0.468626528978,-6.06871938705,-6.3659620285,1500,1400,0,0
1504022576158251313,,84543,,1504022576,143040048,'',2.70491480827,0.0,0.0,-0.0669466480613,0.281175404787,-6.11826038361,-6.3659620285,1500,1400,0,0
1504022576174607952,,84544,,1504022576,159040048,'',2.71482300758,0.0,0.0,0.0937255620956,0.254397779703,-5.96963882446,-6.31642198563,1500,1400,0,0
1504022576186880122,,84545,,1504022576,173040048,'',2.71482300758,0.0,0.0,-0.147282108665,0.281175404787,-6.11826038361,-6.3659620285,1500,1400,0,0
1504022576203162720,,84546,,1504022576,189040048,'',2.70491480827,0.0,0.0,0.200839936733,0.334733247757,-6.11826038361,-6.41550302505,1500,1400,0,0
