time,seq,timestamp,field.header.frame_id,q,theta1,theta2,u1,u2,u3
1.49676720432566E+018,473586,1.49676720432178E+018,,0.3752681315,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720432976E+018,473587,1.49676720432778E+018,,0.3688818216,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720433801E+018,473588,1.49676720433378E+018,,0.3656885326,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720434212E+018,473589,1.49676720434078E+018,,0.3529157639,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720435277E+018,473590,1.49676720434678E+018,,0.346529305,3.90668674299E-06,1.0409328938,0,1.0471975803,0
1.49676720435449E+018,473591,1.49676720435278E+018,,0.3401428163,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720436429E+018,473592,1.49676720435878E+018,,0.3273701966,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.4967672043668E+018,473593,1.49676720436478E+018,,0.3177905977,3.90668674299E-06,1.0409328938,0,1.0471975803,0
1.49676720437497E+018,473594,1.49676720437078E+018,,0.308210969,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720437904E+018,473595,1.49676720437678E+018,,0.2954380512,0.0063123689,1.0468498468,0,1.0471975803,0
1.49676720438726E+018,473596,1.49676720438378E+018,,0.2794719636,0.0252376087,1.0468498468,0,1.0471975803,0
1.4967672043914E+018,473597,1.49676720438978E+018,,0.2635061741,0.0757048652,1.0586841106,0,1.0471975803,0
1.49676720439936E+018,473598,1.49676720439578E+018,,0.2507332563,0.6434616447,1.1178545952,0,1.0471975803,0
1.4967672044036E+018,473599,1.49676720440178E+018,,0.2347671688,0.1892561615,1.2184444666,0,1.0471975803,0
1.4967672044161E+018,473600,1.49676720440778E+018,,0.2156079412,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720441656E+018,473601,1.49676720441378E+018,,0.1996420026,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720442544E+018,473602,1.49676720441978E+018,,0.180482775,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.4967672044398E+018,473603,1.49676720442678E+018,,0.1613235325,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720444014E+018,473604,1.49676720443278E+018,,0.14216429,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720444111E+018,473605,1.49676720443878E+018,,0.1261983663,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720444875E+018,473606,1.49676720444478E+018,,0.1070391312,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720445308E+018,473607,1.49676720445078E+018,,0.0846865848,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720446102E+018,473608,1.49676720445678E+018,,0.0655274987,3.90668674299E-06,1.0409328938,0,1.0471975803,0
1.49676720446523E+018,473609,1.49676720446278E+018,,0.0463682599,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720446937E+018,473610,1.49676720446978E+018,,0.0304021817,0.0063123689,1.0468498468,0,1.0471975803,0
1.49676720447777E+018,473611,1.49676720447578E+018,,0.0048564821,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720448158E+018,473612,1.49676720448178E+018,,-0.0079162931,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720449018E+018,473613,1.49676720448778E+018,,-0.0270755291,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.4967672044939E+018,473614,1.49676720449378E+018,,-0.0462347679,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720450217E+018,473615,1.49676720449978E+018,,-0.0653940067,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720450624E+018,473616,1.49676720450578E+018,,-0.0845530927,-0.0063045556,1.0468498468,0,1.0471975803,0
1.4967672045151E+018,473617,1.49676720451278E+018,,-0.0973260179,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676720451831E+018,473618,1.49676720451878E+018,,-0.116485253,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720452661E+018,473619,1.49676720452478E+018,,-0.1292581707,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676720453056E+018,473620,1.49676720453078E+018,,-0.1420308053,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676720453881E+018,473621,1.49676720453678E+018,,-0.157996878,-0.0063045556,1.0409328938,0,1.0471975803,0
1.49676720454299E+018,473622,1.49676720454278E+018,,-0.1707696617,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720455106E+018,473623,1.49676720454878E+018,,-0.1803492755,0.0820133314,1.0646011829,0,1.0471975803,0
1.49676720455513E+018,473624,1.49676720455578E+018,,-0.1931221932,0.2523403466,1.1356056929,0,1.0471975803,0
1.49676720456528E+018,473625,1.49676720456078E+018,,-0.2027016729,0.4542093873,1.1001033783,0,1.0471975803,0
1.49676720456749E+018,473626,1.49676720456678E+018,,-0.2122812867,-0.0063045556,1.1651909351,0,1.0471975803,0
1.49676720457558E+018,473627,1.49676720457278E+018,,-0.2186677456,-0.0063045556,0.98176229,0,1.0471975803,0
1.49676720457981E+018,473628,1.49676720457878E+018,,-0.2282473743,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676720458793E+018,473629,1.49676720458478E+018,,-0.2314405292,-0.0063045556,1.0409328938,0,1.0471975803,0
1.49676720459201E+018,473630,1.49676720459078E+018,,-0.2378269881,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676720460027E+018,473631,1.49676720459778E+018,,-0.241020143,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676720460439E+018,473632,1.49676720460378E+018,,-0.241020143,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676720461251E+018,473633,1.49676720460978E+018,,-0.244213447,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720462411E+018,473634,1.49676720461578E+018,,-0.2474066019,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676720462473E+018,473635,1.49676720462178E+018,,-0.244213447,-0.0063045556,1.0409328938,0,1.0471975803,0
1.49676720462931E+018,473636,1.49676720462778E+018,,-0.241020143,-0.0063045556,1.0409328938,0,1.0471975803,0
1.49676720463927E+018,473637,1.49676720463378E+018,,-0.2378269881,-0.0063045556,1.0468498468,0,1.0471975803,0
1.4967672046412E+018,473638,1.49676720464078E+018,,-0.2346338332,-0.0063045556,1.0409328938,0,1.0471975803,0
1.49676720464941E+018,473639,1.49676720464678E+018,,-0.2314405292,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676720465348E+018,473640,1.49676720465278E+018,,-0.2282473743,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676720466165E+018,473641,1.49676720465878E+018,,-0.2218609005,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676720466575E+018,473642,1.49676720466478E+018,,-0.2154745907,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676720467392E+018,473643,1.49676720467078E+018,,-0.2122812867,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676720467803E+018,473644,1.49676720467678E+018,,-0.2027016729,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676720469024E+018,473645,1.49676720468378E+018,,-0.1963153631,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676720469051E+018,473646,1.49676720468978E+018,,-0.1899290383,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720469864E+018,473647,1.49676720469578E+018,,-0.1803492755,3.90668674299E-06,1.378205061,0,1.0471975803,0
1.49676720470276E+018,473648,1.49676720470178E+018,,-0.1739629656,0.0126208318,1.0468498468,0,1.0471975803,0
1.4967672047109E+018,473649,1.49676720470778E+018,,-0.1643833369,0.0378545336,1.0527669191,0,1.0471975803,0
1.49676720471503E+018,473650,1.49676720471378E+018,,-0.1548037231,0.1261721253,1.0646011829,0,1.0471975803,0
1.49676720472315E+018,473651,1.49676720471978E+018,,-0.1452239603,3.90668674299E-06,1.0409328938,0,1.0471975803,0
1.49676720472716E+018,473652,1.49676720472678E+018,,-0.1388376504,-0.0063045556,1.1356056929,0,1.0471975803,0
1.4967672047354E+018,473653,1.49676720473278E+018,,-0.1292581707,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676720473947E+018,473654,1.49676720473878E+018,,-0.1196784079,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676720474767E+018,473655,1.49676720474478E+018,,-0.113292098,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720475821E+018,473656,1.49676720475078E+018,,-0.0973260179,1.1796764135,1.2243615389,0,1.0471975803,0
1.49676720475993E+018,473657,1.49676720475678E+018,,-0.0877463967,-0.0063045556,1.0468498468,0,1.0471975803,0
1.4967672047641E+018,473658,1.49676720476278E+018,,-0.0813599378,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676720477239E+018,473659,1.49676720476978E+018,,-0.0685871616,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720477639E+018,473660,1.49676720477578E+018,,-0.0590076894,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720478443E+018,473661,1.49676720478178E+018,,-0.0526212268,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720478843E+018,473662,1.49676720478778E+018,,-0.0398483053,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720479673E+018,473663,1.49676720479578E+018,,-0.0270755291,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720480492E+018,473664,1.49676720480178E+018,,-0.0206890684,3.90668674299E-06,1.0409328938,0,1.0471975803,0
1.49676720480907E+018,473665,1.49676720480878E+018,,-0.0143026058,-0.0063045556,1.0468498468,0,1.0471975803,0
1.49676720481972E+018,473666,1.49676720481122E+018,,-0.0015298309,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720482134E+018,473667,1.49676720481722E+018,,0.0048564821,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.4967672048434E+018,473668,1.49676720482322E+018,,0.0080496389,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720484358E+018,473669,1.49676720482922E+018,,0.0176292565,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720484402E+018,473670,1.49676720483522E+018,,0.0240157191,3.90668674299E-06,1.0409328938,0,1.0471975803,0
1.49676720484607E+018,473671,1.49676720484122E+018,,0.0304021817,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720485437E+018,473672,1.49676720484822E+018,,0.0367886424,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720485864E+018,473673,1.49676720485422E+018,,0.043174956,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720486671E+018,473674,1.49676720486022E+018,,0.0463682599,3.90668674299E-06,1.0409328938,0,1.0471975803,0
1.49676720487073E+018,473675,1.49676720486622E+018,,0.0495614186,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720487905E+018,473676,1.49676720487222E+018,,0.0559478812,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720488293E+018,473677,1.49676720487822E+018,,0.0591410361,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676720489126E+018,473678,1.49676720488422E+018,,0.0623341911,3.90668674299E-06,1.0409328938,0,1.0471975803,0
1.49676720489547E+018,473679,1.49676720489122E+018,,0.0655274987,3.90668674299E-06,1.0409328938,0,1.0471975803,0
1.49676720490346E+018,473680,1.49676720489722E+018,,0.0655274987,3.90668674299E-06,1.0468498468,0,1.0471975803,0
