time,field.header.seq,field.header.stamp,field.header.frame_id,field.joint_angle,field.servo1_position,field.servo2_position,field.motor_current,field.servo1_current,field.servo2_current,field.u1,field.u2,field.u3
1.50E+18,410,1.50E+18,,-0.154629715,0.004256696,0.001790929,0.01883097,0.349352837,0.798237801,1.000073661,0.860447321,0
1.50E+18,411,1.50E+18,,-0.16072141,0.004256696,0.001790929,0.341631683,0.299587727,0.798237801,1.000073661,0.893608577,0
1.50E+18,412,1.50E+18,,-0.154629715,0.004256696,0.001790929,0.126429919,0.299587727,0.698705196,1.000073661,0.893608577,0
1.50E+18,413,1.50E+18,,-0.154629715,0.010535481,0.001790929,0.287832853,0.249822617,0.798237801,1.000073661,0.72256631,0
1.50E+18,414,1.50E+18,,-0.154629715,0.789109247,0.719478718,0.207131386,-1.143610001,-0.993318081,0.923279174,0.359537826,0
1.50E+18,415,1.50E+18,,-0.154629715,0.682369312,0.599864024,0.207131386,-1.093842506,-0.943552971,0.923279174,0.359537826,0
1.50E+18,416,1.50E+18,,-0.154629715,0.619581168,0.543204638,0.207131386,-0.845014572,-0.495664597,0.610865238,0,0
1.50E+18,417,1.50E+18,,-0.16072141,0.519119867,0.467658388,0.153331267,-0.546423912,-0.097541332,0.464257581,0,0
1.50E+18,418,1.50E+18,,-0.148537729,0.500283514,0.448771977,0.207131386,-0.347361088,-0.047776222,0.464257581,0,0
1.50E+18,419,1.50E+18,,-0.154629715,0.563071809,0.196951722,0.0726298,-0.297595978,0.748472691,0.375245789,0,0
1.50E+18,420,1.50E+18,,-0.154629715,0.399822364,1.92821585,0.314732912,0.349352837,-2.237452984,0.336848546,0,0
1.50E+18,421,1.50E+18,,-0.136353466,0.475168227,1.594554252,0.42233315,0.299587727,-1.490971565,0.336848546,0,0
1.50E+18,422,1.50E+18,,-0.118077508,1.580240882,0.373225878,0.207131386,-1.890089035,-0.097541332,0.308923278,0,0
1.50E+18,423,1.50E+18,,-0.093709272,1.699538386,0.196951722,0.476133269,-0.048770428,0.001991272,0.277507351,0,0
1.50E+18,424,1.50E+18,,-0.06324905,1.486058516,-0.11152822,0.099531148,-1.691028595,0.648940086,0.277507351,0,0
1.50E+18,425,1.50E+18,,-0.03278912,0.500283514,0.102519061,0.0726298,0.249822617,0.698705196,0.246091425,0.050614548,1
1.50E+18,426,1.50E+18,,-0.002328898,0.456331874,0.077337028,0.126429919,0.349352837,0.648940086,0.218166156,0.127409035,1
1.50E+18,427,1.50E+18,,0.040315004,0.418658867,0.052154995,0.180231326,-1.691028595,0.848000526,0.218166156,0.127409035,1
1.50E+18,428,1.50E+18,,0.070775225,0.380986011,0.039563978,0.287832853,0.299587727,0.748472691,0.216420827,0.150098316,1
1.50E+18,429,1.50E+18,,0.095143461,0.330755285,1.688986762,0.153331267,0.299587727,-2.187687874,0.244346095,0.118682389,1
1.50E+18,430,1.50E+18,,0.125603391,0.324476651,0.033268508,0.180231326,0.249822617,0.748472691,0.244346095,0.118682389,1
1.50E+18,431,1.50E+18,,0.143879641,0.299361364,0.045859524,0.0726298,0.249822617,0.648940086,0.294960644,0.052359878,1
1.50E+18,432,1.50E+18,,0.156063613,0.267967141,0.071041557,0.287832853,0.249822617,0.648940086,0.345575192,0,1
1.50E+18,433,1.50E+18,,0.180431557,0.255409422,0.089928044,0.395433091,0.349352837,0.698705196,0.345575192,0,1
1.50E+18,434,1.50E+18,,0.198707515,0.249130638,0.108814531,0.126429919,0.150290012,0.599174976,0.385717765,0,1
1.50E+18,435,1.50E+18,,0.198707515,0.399822364,0.713183248,0.368533031,-1.243137837,-1.092848301,0.429350996,0,1
1.50E+18,436,1.50E+18,,0.198707515,0.267967141,0.108814531,0.260931505,0.349352837,0.648940086,0.429350996,0,1
1.50E+18,437,1.50E+18,,0.198707515,0.28052471,0.077337028,0.180231326,0.249822617,0.748472691,0.471238898,0,1
1.50E+18,438,1.50E+18,,0.204799793,0.305639998,0.058450541,0.341631683,0.249822617,0.549409866,0.5131268,0,1
1.50E+18,439,1.50E+18,,0.204799793,0.33703422,0.045859524,0.260931505,0.299587727,0.549409866,0.5131268,0,1
1.50E+18,440,1.50E+18,,0.204799793,0.362149507,0.033268508,0.0726298,0.349352837,0.698705196,0.555014702,0,1
1.50E+18,441,1.50E+18,,0.198707515,0.380986011,0.020677491,0.153331267,0.349352837,0.698705196,0.591666616,0,1
1.50E+18,442,1.50E+18,,0.192615529,0.424937651,0.014381945,0.368533031,0.349352837,0.698705196,0.591666616,0,1
1.50E+18,443,1.50E+18,,0.192615529,0.43749522,0.008086475,0.260931505,0.249822617,0.599174976,0.624827872,0,0
1.50E+18,444,1.50E+18,,0.192615529,0.575629377,0.22842915,0.260931505,0.299587727,0.599174976,0.624827872,0,0
1.50E+18,445,1.50E+18,,0.192615529,0.49400458,0.014381945,0.207131386,0.249822617,0.748472691,0.654498469,0,0
1.50E+18,446,1.50E+18,,0.198707515,0.506562299,0.001790929,0.314732912,0.200057507,0.648940086,0.680678408,0,0
1.50E+18,447,1.50E+18,,0.204799793,1.624192373,-0.287802338,0.234031445,0.000994682,0.549409866,0.701622359,0,0
1.50E+18,448,1.50E+18,,0.204799793,0.487725946,0.108814531,0.180231326,0.249822617,0.648940086,0.701622359,0,0
1.50E+18,449,1.50E+18,,0.198707515,0.575629377,0.001790929,0.314732912,0.399117947,0.698705196,0.720820981,0,0
1.50E+18,450,1.50E+18,,0.204799793,0.600744815,0.001790929,0.153331267,-1.292905331,0.748472691,0.736528944,0,0
1.50E+18,451,1.50E+18,,0.210891779,0.625859952,0.014381945,0.180231326,0.249822617,0.599174976,0.736528944,0,0
1.50E+18,452,1.50E+18,,0.216983473,0.644696305,0.001790929,0.153331267,0.299587727,0.648940086,0.750491578,0,0
1.50E+18,453,1.50E+18,,0.216983473,0.663532959,0.001790929,0.180231326,0.349352837,0.648940086,0.760963554,0,0
1.50E+18,454,1.50E+18,,0.223075751,0.676090528,0.001790929,0.180231326,0.349352837,0.698705196,0.760963554,0,0
1.50E+18,455,1.50E+18,,0.235260015,0.688648096,0.001790929,0.260931505,0.448885441,0.648940086,0.773180859,0,0
1.50E+18,456,1.50E+18,,0.247443695,0.720042319,0.008086475,0.0726298,0.349352837,0.599174976,0.773180859,0,0
1.50E+18,457,1.50E+18,,0.259627959,0.720042319,0.001790929,0.180231326,0.349352837,0.698705196,0.781907505,0,0
1.50E+18,458,1.50E+18,,0.259627959,0.726320802,0.001790929,0.153331267,-0.048770428,0.798237801,0.79237948,0,0
1.50E+18,459,1.50E+18,,0.277903917,2.038594543,-0.010800088,0.099531148,0.299587727,0.648940086,0.802851456,0,0
1.50E+18,460,1.50E+18,,0.296179875,0.75143624,0.001790929,0.01883097,0.299587727,0.648940086,0.802851456,0,0
1.50E+18,461,1.50E+18,,0.308363846,0.757715024,0.001790929,0.395433091,0.200057507,0.599174976,0.813323431,0,0
1.50E+18,462,1.50E+18,,0.314456124,0.76399411,0.001790929,0.207131386,-1.143610001,0.449877262,0.823795407,0,0
1.50E+18,463,1.50E+18,,0.351008332,0.782830462,0.008086475,0.314732912,0.349352837,0.549409866,0.823795407,0,0
1.50E+18,464,1.50E+18,,0.363192304,0.782830462,0.001790929,0.01883097,0.249822617,0.499644756,0.834267382,0,0
1.50E+18,465,1.50E+18,,0.387560248,0.795388332,0.008086475,0.395433091,0.349352837,0.599174976,0.834267382,0,0
1.50E+18,466,1.50E+18,,0.405836206,0.795388332,-0.237438309,0.503034617,0.299587727,0.648940086,0.844739358,0.005235988,0
1.50E+18,467,1.50E+18,,0.430204442,0.8079456,0.001790929,0.287832853,0.249822617,0.549409866,0.855211333,0.012217305,0
1.50E+18,468,1.50E+18,,0.4484804,0.814224685,0.008086475,0.153331267,0.299587727,0.599174976,0.855211333,0.012217305,0
1.50E+18,469,1.50E+18,,0.46675665,0.814224685,0.001790929,-0.008070379,0.349352837,0.549409866,0.86393798,0.017453293,0
1.50E+18,470,1.50E+18,,0.491124885,0.826782253,-0.438894536,0.207131386,0.249822617,0.599174976,0.872664626,0.02268928,0
1.50E+18,471,1.50E+18,,0.503308566,2.1767287,1.437166583,0.42233315,0.200057507,0.499644756,0.872664626,0.02268928,0
1.50E+18,472,1.50E+18,,0.533768787,0.845618606,0.008086475,0.153331267,0.299587727,0.499644756,0.881391272,0.026179939,0
1.50E+18,473,1.50E+18,,0.539860773,0.845618606,0.008086475,0.287832853,0.349352837,0.599174976,0.88662726,0.026179939,0
1.50E+18,474,1.50E+18,,0.570320995,2.239516844,-0.357052928,0.287832853,-0.397128582,0.549409866,0.88662726,0.026179939,0
1.50E+18,475,1.50E+18,,0.594688939,0.86445526,0.014381945,0.341631683,0.249822617,0.549409866,0.891863248,0.02443461,0
1.50E+18,476,1.50E+18,,0.594688939,0.870733744,0.020677491,0.180231326,0.349352837,0.698705196,0.895353906,0.019198622,0
1.50E+18,477,1.50E+18,,0.619057175,0.870733744,0.026972962,0.153331267,0.249822617,0.748472691,0.895353906,0.019198622,0
1.50E+18,478,1.50E+18,,0.643425119,0.883291613,0.026972962,0.556833448,0.349352837,0.648940086,0.897099236,0.013962634,0
1.50E+18,479,1.50E+18,,0.637333133,0.877012829,0.026972962,0.341631683,0.299587727,0.599174976,0.895353906,0.006981317,0
1.50E+18,480,1.50E+18,,0.661701077,0.889570397,0.026972962,0.368533031,0.249822617,0.449877262,0.895353906,0.006981317,0
1.50E+18,481,1.50E+18,,0.673885341,0.895849182,0.033268508,0.153331267,0.249822617,0.698705196,0.895353906,0.001745329,0
1.50E+18,482,1.50E+18,,0.679977327,0.895849182,0.026972962,0.314732912,0.448885441,0.599174976,0.895353906,0,0
1.50E+18,483,1.50E+18,,0.692161299,0.902127966,0.026972962,0.395433091,0.349352837,0.599174976,0.895353906,0,0
1.50E+18,484,1.50E+18,,0.698253577,0.902127966,0.020677491,0.287832853,0.299587727,0.599174976,0.904080553,0,0
1.50E+18,485,1.50E+18,,0.698253577,0.902127966,0.014381945,0.42233315,0.349352837,0.648940086,0.897099236,0,0
1.50E+18,486,1.50E+18,,0.698253577,1.272578646,0.020677491,-0.034970438,0.349352837,0.648940086,0.897099236,0,0
1.50E+18,487,1.50E+18,,0.704345271,0.902127966,0.008086475,0.153331267,0.349352837,0.648940086,0.895353906,0,0
1.50E+18,488,1.50E+18,,0.698253577,0.902127966,0.008086475,0.207131386,0.299587727,0.648940086,0.895353906,0,0
1.50E+18,489,1.50E+18,,0.698253577,0.902127966,0.008086475,0.341631683,0.249822617,0.599174976,0.895353906,0,0
1.50E+18,490,1.50E+18,,0.710437549,0.908407051,0.008086475,0.341631683,0.349352837,0.449877262,0.893608577,0,0
1.50E+18,491,1.50E+18,,0.692161299,0.902127966,0.001790929,-0.169472024,0.399117947,0.648940086,0.891863248,0,0
1.50E+18,492,1.50E+18,,0.698253577,0.908407051,0.001790929,0.287832853,0.349352837,0.599174976,0.891863248,0,0
1.50E+18,493,1.50E+18,,0.698253577,0.908407051,0.001790929,0.234031445,0.349352837,0.549409866,0.891863248,0,0
1.50E+18,494,1.50E+18,,0.698253577,0.902127966,0.001790929,0.42233315,0.399117947,0.599174976,0.890117919,0,0
1.50E+18,495,1.50E+18,,0.704345271,0.914685835,0.008086475,0.207131386,0.299587727,0.599174976,0.890117919,0,0
1.50E+18,496,1.50E+18,,0.698253577,0.908407051,0.001790929,0.341631683,0.349352837,0.549409866,0.890117919,0,0
1.50E+18,497,1.50E+18,,0.698253577,0.908407051,0.001790929,0.42233315,0.399117947,0.549409866,0.890117919,0,0
1.50E+18,498,1.50E+18,,0.704345271,0.914685835,0.008086475,0.287832853,0.349352837,0.648940086,0.890117919,0,0
1.50E+18,499,1.50E+18,,0.704345271,0.908407051,0.008086475,0.314732912,0.349352837,0.549409866,0.890117919,0,0
1.50E+18,500,1.50E+18,,0.704345271,0.902127966,0.001790929,0.368533031,0.299587727,0.648940086,0.881391272,0,0
1.50E+18,501,1.50E+18,,0.698253577,0.908407051,0.014381945,0.126429919,0.299587727,0.599174976,0.881391272,0,0
1.50E+18,502,1.50E+18,,0.704345271,0.902127966,0.001790929,0.207131386,-2.288212299,0.499644756,0.846484687,0,0
1.50E+18,503,1.50E+18,,0.692161299,0.895849182,0.001790929,0.368533031,0.399117947,0.549409866,0.809832773,0,0
1.50E+18,504,1.50E+18,,0.704345271,0.908407051,0.014381945,0.180231326,0.399117947,0.648940086,0.809832773,0,0
1.50E+18,505,1.50E+18,,0.698253577,0.902127966,-0.017095558,0.207131386,0.249822617,0.499644756,0.846484687,0,0
1.50E+18,506,1.50E+18,,0.698253577,2.189286269,0.014381945,0.207131386,0.249822617,0.599174976,0.846484687,0,0
1.50E+18,507,1.50E+18,,0.698253577,0.889570397,0.014381945,0.42233315,0.349352837,0.648940086,0.846484687,0,0
1.50E+18,508,1.50E+18,,0.704345271,0.877012829,0.008086475,0.234031445,0.299587727,0.698705196,0.842994029,0,0
1.50E+18,509,1.50E+18,,0.698253577,0.858176175,0.001790929,0.126429919,0.349352837,0.549409866,0.842994029,0,0
1.50E+18,510,1.50E+18,,0.698253577,0.86445526,0.014381945,0.368533031,0.200057507,0.549409866,0.842994029,0,0
1.50E+18,511,1.50E+18,,0.698253577,0.851897391,0.008086475,0.153331267,0.249822617,0.549409866,0.83950337,0,0
1.50E+18,512,1.50E+18,,0.698253577,0.851897391,0.001790929,0.287832853,0.299587727,0.599174976,0.837758041,0,0
1.50E+18,513,1.50E+18,,0.698253577,0.996310332,0.014381945,0.180231326,0.349352837,0.549409866,0.837758041,0,0
1.50E+18,514,1.50E+18,,0.698253577,0.851897391,0.008086475,0.341631683,0.349352837,0.599174976,0.83950337,0,0
1.50E+18,515,1.50E+18,,0.698253577,0.851897391,0.001790929,0.314732912,0.299587727,0.549409866,0.83950337,0,0
1.50E+18,516,1.50E+18,,0.698253577,0.851897391,0.001790929,0.099531148,0.399117947,0.599174976,0.83950337,0,0
1.50E+18,517,1.50E+18,,0.704345271,0.858176175,0.008086475,0.42233315,0.399117947,0.599174976,0.842994029,0,0
1.50E+18,518,1.50E+18,,0.692161299,0.851897391,0.001790929,0.126429919,0.299587727,0.599174976,0.842994029,0,0
1.50E+18,519,1.50E+18,,0.698253577,0.851897391,0.008086475,0.260931505,0.349352837,0.499644756,0.842994029,0,0
1.50E+18,520,1.50E+18,,0.698253577,0.845618606,0.001790929,0.42233315,0.299587727,0.549409866,0.842994029,0,0
1.50E+18,521,1.50E+18,,0.698253577,0.851897391,0.008086475,0.503034617,0.399117947,0.599174976,0.842994029,0,0
1.50E+18,522,1.50E+18,,0.698253577,0.851897391,0.001790929,0.395433091,0.249822617,0.599174976,0.842994029,0,0
1.50E+18,523,1.50E+18,,0.692161299,0.839339822,0.001790929,0.234031445,0.249822617,0.549409866,0.844739358,0,0
1.50E+18,524,1.50E+18,,0.698253577,0.851897391,0.001790929,0.287832853,0.249822617,0.599174976,0.836012712,0,0
1.50E+18,525,1.50E+18,,0.698253577,0.858176175,0.001790929,0.180231326,0.299587727,0.549409866,0.836012712,0,0
1.50E+18,526,1.50E+18,,0.692161299,0.851897391,0.001790929,0.341631683,0.299587727,0.549409866,0.813323431,0,0
1.50E+18,527,1.50E+18,,0.698253577,0.851897391,0.001790929,0.180231326,0.249822617,0.599174976,0.783652834,0,0
1.50E+18,528,1.50E+18,,0.704345271,0.851897391,0.001790929,0.207131386,0.249822617,0.499644756,0.783652834,0,0
1.50E+18,529,1.50E+18,,0.704345271,0.851897391,0.008086475,0.180231326,0.399117947,0.549409866,0.811578102,0,0
1.50E+18,530,1.50E+18,,0.698253577,2.214401406,-0.344461912,0.341631683,-0.695719242,0.499644756,0.809832773,0,0
1.50E+18,531,1.50E+18,,0.704345271,0.851897391,0.008086475,0.099531148,0.200057507,0.599174976,0.809832773,0,0
1.50E+18,532,1.50E+18,,0.692161299,0.839339822,0.001790929,0.287832853,0.349352837,0.648940086,0.809832773,0,0
1.50E+18,533,1.50E+18,,0.698253577,0.826782253,0.001790929,0.368533031,0.349352837,0.449877262,0.809832773,0,0
1.50E+18,534,1.50E+18,,0.698253577,0.820503469,0.001790929,0.207131386,0.349352837,0.648940086,0.809832773,0,0
1.50E+18,535,1.50E+18,,0.686069313,0.814224685,0.001790929,0.099531148,0.299587727,0.599174976,0.809832773,0,0
1.50E+18,536,1.50E+18,,0.698253577,0.814224685,0.001790929,0.099531148,0.349352837,0.599174976,0.809832773,0,0
1.50E+18,537,1.50E+18,,0.698253577,0.814224685,0.008086475,0.207131386,0.349352837,0.549409866,0.809832773,0,0
1.50E+18,538,1.50E+18,,0.692161299,0.814224685,0.001790929,0.180231326,0.299587727,0.549409866,0.809832773,0,0
1.50E+18,539,1.50E+18,,0.686069313,0.814224685,0.001790929,0.314732912,0.299587727,0.499644756,0.808087444,0,0
1.50E+18,540,1.50E+18,,0.698253577,0.8079456,0.008086475,0.207131386,0.299587727,0.499644756,0.808087444,0,0
1.50E+18,541,1.50E+18,,0.698253577,0.814224685,-0.004504617,0.341631683,0.448885441,0.549409866,0.808087444,0,0
1.50E+18,542,1.50E+18,,0.698253577,0.814224685,0.001790929,0.180231326,0.349352837,0.648940086,0.808087444,0,0
1.50E+18,543,1.50E+18,,0.698253577,0.814224685,0.001790929,0.341631683,0.399117947,0.499644756,0.808087444,0,0
1.50E+18,544,1.50E+18,,0.698253577,0.814224685,0.001790929,0.314732912,0.399117947,0.648940086,0.808087444,0,0
1.50E+18,545,1.50E+18,,0.698253577,0.814224685,0.001790929,0.260931505,0.299587727,0.599174976,0.808087444,0,0
1.50E+18,546,1.50E+18,,0.698253577,0.814224685,0.001790929,0.234031445,0.349352837,0.499644756,0.808087444,0,0
1.50E+18,547,1.50E+18,,0.698253577,0.820503469,0.008086475,0.234031445,0.349352837,0.648940086,0.806342114,0,0
1.50E+18,548,1.50E+18,,0.692161299,0.86445526,-0.004504617,0.153331267,0.349352837,0.599174976,0.806342114,0,0
1.50E+18,549,1.50E+18,,0.704345271,0.820503469,0.008086475,0.341631683,0.249822617,0.599174976,0.806342114,0,0
1.50E+18,550,1.50E+18,,0.692161299,0.814224685,0.001790929,0.153331267,0.349352837,0.599174976,0.806342114,0,0
1.50E+18,551,1.50E+18,,0.698253577,0.820503469,0.001790929,0.368533031,0.399117947,0.549409866,0.806342114,0,0
1.50E+18,552,1.50E+18,,0.692161299,0.814224685,0.001790929,0.207131386,0.299587727,0.499644756,0.806342114,0,0
1.50E+18,553,1.50E+18,,0.698253577,0.820503469,0.001790929,0.234031445,0.349352837,0.599174976,0.806342114,0,0
1.50E+18,554,1.50E+18,,0.704345271,0.820503469,0.008086475,0.180231326,0.299587727,0.549409866,0.806342114,0,0
1.50E+18,555,1.50E+18,,0.698253577,0.820503469,0.001790929,0.207131386,0.349352837,0.549409866,0.804596785,0,0
1.50E+18,556,1.50E+18,,0.698253577,0.814224685,0.001790929,0.04572974,0.448885441,0.549409866,0.804596785,0,0
1.50E+18,557,1.50E+18,,0.698253577,0.820503469,0.008086475,0.207131386,0.299587727,0.599174976,0.804596785,0,0
1.50E+18,558,1.50E+18,,0.698253577,0.820503469,0.008086475,0.260931505,0.249822617,0.599174976,0.804596785,0,0
1.50E+18,559,1.50E+18,,0.692161299,0.814224685,0.001790929,0.180231326,0.299587727,0.599174976,0.804596785,0,0
1.50E+18,560,1.50E+18,,0.698253577,0.826782253,0.001790929,0.260931505,0.200057507,0.499644756,0.804596785,0,0
1.50E+18,561,1.50E+18,,0.692161299,0.820503469,0.008086475,0.287832853,0.349352837,0.549409866,0.804596785,0,0
1.50E+18,562,1.50E+18,,0.692161299,0.814224685,0.001790929,0.180231326,0.299587727,0.599174976,0.804596785,0,0
1.50E+18,563,1.50E+18,,0.698253577,0.820503469,0.008086475,0.341631683,0.349352837,0.549409866,0.804596785,0,0
1.50E+18,564,1.50E+18,,0.698253577,0.820503469,0.001790929,0.153331267,0.349352837,0.599174976,0.804596785,0,0
1.50E+18,565,1.50E+18,,0.692161299,0.814224685,0.001790929,0.314732912,0.299587727,0.549409866,0.804596785,0,0
1.50E+18,566,1.50E+18,,0.698253577,0.820503469,0.008086475,0.0726298,0.349352837,0.549409866,0.804596785,0,0
1.50E+18,567,1.50E+18,,0.698253577,0.820503469,0.008086475,0.42233315,-2.387742519,0.449877262,0.804596785,0,0
1.50E+18,568,1.50E+18,,0.692161299,0.814224685,0.008086475,0.42233315,0.399117947,0.549409866,0.804596785,0,0
